fields.item_name,fields.brand_name,healthy
"The Fiesta Pizza, Original Crust Large",Papa John's,0
"Spinach Alfredo Six Cheese Pizza, Thin Crust",Papa John's,1
Italian Sausage for Original Crust Medium Pizza,Papa John's,1
Banana Peppers for Original Crust Small Pizza,Papa John's,1
Extra Spinach Alfredo Sauce for Gluten Free Pizza,Papa John's,1
Roma Tomatoes for Original Crust Large Pizza,Papa John's,1
Italian Sausage for Thin Crust Pizza,Papa John's,1
Jalapeno for Original Crust Medium Pizza,Papa John's,1
"Dual Layer Pepperoni Pizza, Original Crust Pizza for One",Papa John's,1
"Giardineiera Pizza, Original Crust Small",Papa John's,1
Parmesan/Romano for Original Crust Medium Pizza,Papa John's,1
Spinach Alfredo Sauce for Original Crust Small Pizza,Papa John's,1
"Ultimate Meats Pizza, Pan Crust",Papa John's,0
"Cheese Pizza, Original Crust Large",Papa John's,1
"Pepperoni Pizza, Original Crust Medium",Papa John's,1
"John's Favorite Pizza, Original Crust Medium",Papa John's,1
"The Works Pizza, Original Crust Large",Papa John's,0
"The Meats Pizza, Original Crust Medium",Papa John's,1
"The Meats Pizza, Original Crust Large",Papa John's,0
"Garden Fresh Pizza, Original Crust Medium",Papa John's,1
"Garden Fresh Pizza, Original Crust Extra Large",Papa John's,1
"Spicy Italian Pizza, Original Crust Large",Papa John's,0
"Spinach Alfredo Pizza, Original Crust Large",Papa John's,1
"BBQ Chicken Bacon Pizza, Thin Crust",Papa John's,0
"Hawaiian BBQ Chicken Pizza, Thin Crust",Papa John's,0
"Tuscan Six Cheese Pizza, Original Crust Pizza for One",Papa John's,1
"Tuscan Six Cheese Pizza, Thin Crust",Papa John's,1
"Ultimate Meats Pizza, Original Crust Large",Papa John's,0
"Dipping Sauce, Honey Mustard",Papa John's,1
Extra Special Seasonings,Papa John's,1
"Double Bacon Six Cheese Pizza, Original Crust Medium",Papa John's,1
"Buffalo Chicken Pizza, Original Crust Large",Papa John's,0
"Double Bacon Six Cheese Pizza, Original Crust Large",Papa John's,0
"Chicken Cordon Blue Pizza, Original Crust Large",Papa John's,0
Chocolate Chip Cookie,Papa John's,1
"Sausage Pizza, Original Crust Large",Papa John's,0
"Hawaiian Chicken Pizza Pizza, Original Crust Pizza for One",Papa John's,1
"Tropical Luau Pizza Pizza, Original Crust Extra Large",Papa John's,1
"Hawaiian BBQ Chicken Pizza, Original Crust Pizza for One",Papa John's,1
"Tropical Luau Pizza Pizza, Original Crust Medium",Papa John's,1
"Mediterranean Veggie Pizza Pizza, Original Crust Extra Large",Papa John's,1
"Tropical Luau Pizza Pizza, Original Crust Small",Papa John's,1
"Grilled Chicken and Canadian Bacon Pizza, Original Crust Extra Large",Papa John's,0
"Mediterranean Veggie Pizza Pizza, Original Crust Pizza for One",Papa John's,1
Double Stack,Wendy's,0
"Brewed Unsweetened Iced Tea, Small",Wendy's,1
"Fanta Orange, Small",Wendy's,0
"Strawberry Lemonade, Small",Wendy's,0
"Vanilla Frosty, Small",Wendy's,0
Dave's Triple,Wendy's,0
Homestyle Chicken Sandwich,Wendy's,0
"Natural-Cut Fries, Large",Wendy's,0
Plain Baked Potato,Wendy's,1
Sour Cream and Chive Baked Potato,Wendy's,1
"Diet Coke, Large",Wendy's,1
"Coca-Cola Zero Sugar, Large",Wendy's,1
"Dr Pepper, Large",Wendy's,0
"Strawberry Lemonade, Large",Wendy's,0
"Coca-Cola, Medium",Wendy's,0
"Barq's Root Beer, Small",Wendy's,0
"Vanilla Frosty, Large",Wendy's,0
S'Awesome Sauce,Wendy's,1
"Seasoned Home-Style Potatoes, Large",Wendy's,0
"Sweetened Iced Tea, Large",Wendy's,0
"Caramel Iced Coffee, Medium",Wendy's,0
"Sweetened Iced Tea, Medium",Wendy's,0
"Seasoned Home-Style Potatoes, Small",Wendy's,1
"Seasoned Home-Style Potatoes, Medium",Wendy's,1
Spicy Asiago Ranch Club,Wendy's,0
Sausage and Egg Burrito,Wendy's,0
Crispy Chicken BLT,Wendy's,0
"Vanilla Iced Coffee, Medium",Wendy's,0
Kids 2 Piece Chicken Tenders,Wendy's,1
"Honest Tropical Green Tea, Large",Wendy's,1
"Fritos Chili Pie, Small",Sonic,0
"Blue Raspberry Add-In, Wacky Pack",Sonic,1
"Chicken Wrap, Grilled",Sonic,0
"Tots, Small",Sonic,1
Fish Sandwich,Sonic,0
"Powerade Add-In, Medium",Sonic,1
"Cherry Add-In, Wacky Pack",Sonic,1
"Grape Add-In, Medium",Sonic,1
"Blue Coconut Add-In, Wacky Pack",Sonic,1
"Strawberry Add-In, Wacky Pack",Sonic,1
"Chocolate Add-In, Rt 44",Sonic,0
"Grape Add-In, Rt 44",Sonic,1
"Hot Fudge Topping, Small",Sonic,1
"Minute Maid Cranberry Add-In, Large",Sonic,1
"Peach Sugar-Free Add-In, Rt 44",Sonic,1
"Raspberry Sugar-Free Add-In, Large",Sonic,1
"Strawberry Add-In, Rt 44",Sonic,1
Bagel Breakfast Sandwich with Bacon,Sonic,0
Breakfast Burrito with Sausage,Sonic,0
Sonic Bacon Cheeseburger with Mayo,Sonic,0
Sonic Cheeseburger with Mustard,Sonic,0
"Jumbo Popcorn Chicken, Medium",Sonic,0
BBQ Sauce,Sonic,1
Ranch,Sonic,1
Sweet Relish,Sonic,1
Footlong Quarter Pound Coney,Sonic,0
"Sweet Iced Tea, Rt 44",Sonic,0
"Cherry Limeade, Rt 44",Sonic,0
"Limeade, Rt 44",Sonic,0
"Limeade, Small",Sonic,1
"Diet Lime Limeade, Medium",Sonic,1
"Minute Maid Cranberry Limeade, Medium",Sonic,0
Add Hickory BBQ Sauce,Sonic,1
"Caramel Shake, Large",Sonic,0
"Chocolate Shake, Medium",Sonic,0
"Hot Fudge Shake, Small",Sonic,0
"Strawberry Shake, Mini",Sonic,0
"Vanilla Shake, Small",Sonic,0
"Sonic Blast with Butterfinger Pieces, Medium",Sonic,0
"Sonic Blast with M&M'S, Minis Chocolate Candies, Mini",Sonic,0
"Sonic Blast with Reese'S Peanut Butter Cups, Large",Sonic,0
"Sonic Blast with Snickers Bars, Small",Sonic,0
"Chili Cheese Fries, Large",Sonic,0
"Fries, Large",Sonic,0
"Handmade Onion Rings, Medium",Sonic,0
"Mello Yello, Large",Sonic,0
"Coca-Cola Zero Sugar, Rt 44",Sonic,1
"Diet Coke, Rt 44",Sonic,1
"Diet Dr Pepper, Rt 44",Sonic,1
"Dr Pepper, Small",Sonic,1
"Hi-C Fruit Punch, Medium",Sonic,0
"Ocean Water, Rt 44",Sonic,0
"Powerade Mountain Blast, Small",Sonic,1
"Sprite, Medium",Sonic,0
"Blackberry Sugar-Free Add-In, Large",Sonic,1
"Mango Sugar-Free Add-In, Medium",Sonic,1
Honey Mustard,Sonic,1
"Strawberry Limeade, Wacky Pack",Sonic,1
"Ocean Water, Wacky Pack",Sonic,1
"Fresh Banana Shake, Large",Sonic,0
Chicken Club Toaster Sandwich,Sonic,0
"Dr Pepper, Wacky Pack",Sonic,1
"Unsweet Iced Tea, Large",Sonic,1
"Diet Cherry Sugar-Free Add-In, Small",Sonic,1
Hot Fudge Real Ice Cream Sundae,Sonic,0
"Minute Maid Orange Juice, Small",Sonic,1
"Strawberry Cheesecake Shake, Mini",Sonic,0
"Strawberry Cheesecake Shake, Small",Sonic,0
Strawberry Real Ice Cream Sundae,Sonic,0
Supersonic Bacon Double Cheeseburger with Mayo,Sonic,0
Supersonic Double Cheeseburger with Ketchup,Sonic,0
Supersonic Double Cheeseburger with Mustard,Sonic,0
Brioche Breakfast Sandwich with Sausage,Sonic,0
"Nerds Candy Add-In, Wacky Pack",Sonic,1
Signature Cheese Sauce,Sonic,1
"Veggie Burger with Mustard, Ketchup & Mayo",Sonic,0
"Asian Sweet Chili Boneless Wings, 24 Piece",Sonic,0
"Lime Add-In, Medium",Sonic,1
"Lemonade Slush, Small",Sonic,0
"Limeade Slush, Medium",Sonic,0
"All-Natural Lemonade, Small",Sonic,0
"Buffalo Boneless Wings, 6 Piece",Sonic,0
"Limeade Slush, Small",Sonic,0
Lobster Bisque,Purebread Deli,0
Jelly,Purebread Deli,1
"Mug Root Beer, Large",Purebread Deli,0
"Mountain Dew, Large",Purebread Deli,0
"Coffee Decaf, Large",Purebread Deli,1
House Vinaigrette,Purebread Deli,1
Cheddar Cheese,Purebread Deli,0
Plain Bagel,Purebread Deli,1
"Wheat, Turkey, American, Lettuce, Tomato, Onion Sandwich",Purebread Deli,0
Roast Beef,Purebread Deli,0
"Pepsi, Large",Purebread Deli,0
Bacon,Purebread Deli,0
Multi-Grain Bagel,Purebread Deli,1
Pickles,Purebread Deli,1
Southwest Corn Chowder,Purebread Deli,0
Kids Turkey Sandwich,Purebread Deli,0
Half Hawaiian Sub,Planet Sub,0
Half BBQ Veggie Sub,Planet Sub,0
Half Big Dipper Sub,Planet Sub,0
Half California Plus Sub without Cheese,Planet Sub,1
Half Chicken Parmesan Sub,Planet Sub,0
Half Chicken Parmesan Sub without Cheese,Planet Sub,0
Half Cheese Steak Sub,Planet Sub,0
Half Bacon Mushroom Melt Sub,Planet Sub,0
Half Creamy Club Sub without Cheese and Mayo,Planet Sub,0
Half Experience Sub without Cheese,Planet Sub,0
Half Ham and Cheese Sub,Planet Sub,0
Half Italian Sub without Cheese,Planet Sub,0
Half Mega Roast Beef Sub without Cheese,Planet Sub,0
Half Meatless Masterpiece Sub without Cheese,Planet Sub,0
Half Pesto Bello Combo Sub,Planet Sub,0
Half Planet Sub without Cheese and Mayo,Planet Sub,0
Half Reuben Sub without Cheese,Planet Sub,0
Half Super Hero Sub,Planet Sub,0
Half Tuna Bacon Melt Sub,Planet Sub,0
Half Torpedo Sub without Cheese,Planet Sub,0
Half Tuna Sub,Planet Sub,0
Half Tuna Sub without Mayo,Planet Sub,0
Chipotle Chicken Wrap,Planet Sub,0
Greek Chicken Wrap,Planet Sub,0
"Greek Salad, Large",Planet Sub,0
7 Layer Brownies,Ponderosa Steakhouse,0
Apple Cobbler,Ponderosa Steakhouse,1
Asian Chicken and Broccoli,Ponderosa Steakhouse,1
Baked Pork BBQ Beans,Ponderosa Steakhouse,1
Bananas in Sugar Free Glaze,Ponderosa Steakhouse,1
"BBQ Chicken, Bone-In",Ponderosa Steakhouse,1
Beef and Noodles,Ponderosa Steakhouse,1
Beef Stroganoff,Ponderosa Steakhouse,1
Blueberry Buckle Cake,Ponderosa Steakhouse,1
Broccoli Florets,Ponderosa Steakhouse,1
"Buffalo Chicken Wings, Unbreaded",Ponderosa Steakhouse,1
"Cabbage, Red",Ponderosa Steakhouse,1
Cake Cones,Ponderosa Steakhouse,1
Cantaloupe,Ponderosa Steakhouse,1
"Carrots, Baby",Ponderosa Steakhouse,1
"Carrots, Maple Glazed Baby",Ponderosa Steakhouse,1
Cauliflower with Cheese Sauce,Ponderosa Steakhouse,1
"Cheese, Parmesan Flavored Shred",Ponderosa Steakhouse,1
Cherry Dream Pie,Ponderosa Steakhouse,1
Chicken and Broccoli Alfredo,Ponderosa Steakhouse,1
Chicken Wings,Ponderosa Steakhouse,1
"Chicken Wings, Honey BBQ Style",Ponderosa Steakhouse,1
Chocolate Cake with Cream Cheese Icing,Ponderosa Steakhouse,0
Chocolate Cream Cheese Pudding Pie,Ponderosa Steakhouse,1
Chocolate Mousse,Ponderosa Steakhouse,1
Chocolate Pie,Ponderosa Steakhouse,1
Clam Chowder Soup,Ponderosa Steakhouse,1
Coconut Cream Pie in Pie Shell,Ponderosa Steakhouse,1
Cookies and Cream Cake,Ponderosa Steakhouse,1
Country Baked Chicken,Ponderosa Steakhouse,1
Creamed Corn,Ponderosa Steakhouse,1
Croutons,Ponderosa Steakhouse,1
Cucumber & Onion Salad,Ponderosa Steakhouse,1
"Eggs, Diced",Ponderosa Steakhouse,0
Fiesta Rice,Ponderosa Steakhouse,1
Garlic Toast,Ponderosa Steakhouse,1
"Grapes, Green or Red",Ponderosa Steakhouse,1
Grilled Chicken Caesar Salad,Ponderosa Steakhouse,1
Herb Baked Fish,Ponderosa Steakhouse,1
Honeydew,Ponderosa Steakhouse,1
Hush Puppies,Ponderosa Steakhouse,1
Italian Wedding Soup,Ponderosa Steakhouse,1
"Lettuce, Chopped Plain",Ponderosa Steakhouse,1
Loaded Potato Soup,Ponderosa Steakhouse,1
"Margarine, Whipped",Ponderosa Steakhouse,0
Meatballs in BBQ Sauce,Ponderosa Steakhouse,1
Meatballs in Sweet & Sour Sauce,Ponderosa Steakhouse,1
Mini Parmesan Pasta Bake,Ponderosa Steakhouse,1
"Mushrooms, Fresh Sliced",Ponderosa Steakhouse,1
Orange Chicken Salad,Ponderosa Steakhouse,1
Pasta Tuna Twister Salad,Ponderosa Steakhouse,1
"Peaches, Canned",Ponderosa Steakhouse,1
Peanut Butter Crispy Treats,Ponderosa Steakhouse,0
Pepper Jack Au Gratin Potatoes,Ponderosa Steakhouse,1
Pickled Beets,Ponderosa Steakhouse,1
Pork Pot Roast,Ponderosa Steakhouse,1
Pumpkin Fluff Pie,Ponderosa Steakhouse,1
Ranger Cookies,Ponderosa Steakhouse,0
Roasted Pork Loin,Ponderosa Steakhouse,1
"Turkey Bacon Guacamole, Sammie",Quizno's,0
"Spicy Monterey, Half Salad",Quizno's,0
"Classic Italian, 12 inch Sub",Quizno's,0
"Honey Bacon Club, 8 inch Sub",Quizno's,0
"Mesquite, 4 inch Sub",Quizno's,0
"Mesquite, 12 inch Sub",Quizno's,0
"Baja, 12 inch Sub",Quizno's,0
"Kids Cheese, Cheddar",Quizno's,1
"Baja, 4 inch Sub",Quizno's,0
"Egg & Cheddar, Sub",Quizno's,0
"Cinnamon Sugar Cookie, 3 oz",Quizno's,0
"Kids Veggies, Guacamole",Quizno's,1
"Ham, Egg, & Cheddar, Biscuit",Quizno's,0
"Ham, Egg, & Cheddar, Sub",Quizno's,0
"Kids Bread, Artisan White 4 inch",Quizno's,1
"Honey Mustard, 12 inch Sub",Quizno's,0
"Mesquite, 8 inch Sub",Quizno's,0
"Kids Veggies, Pickles",Quizno's,1
"Sausage, Egg, & Cheddar, Biscuit",Quizno's,0
"Kids Veggies, Tomatoes",Quizno's,1
"Kids Meat, Turkey Breast",Quizno's,1
"Southwest Chicken, 12 inch Sub",Quizno's,0
"Raspberry Lemonade, 20 oz",Quizno's,0
Chipotle Lime Chicken Quesadilla,Applebee's,0
(30) Double Crunch Bone-In Wings (Dressing Only) - Bleu Cheese,Applebee's,0
Signature Cole Slaw (Serves 6-8),Applebee's,0
House Salad (Dressing Only) - Dijon Honey Mustard,Applebee's,1
Chicken Fajita Rollup (Serves 6-8),Applebee's,0
Steamed Broccoli (Serves 6-8),Applebee's,0
Double-Glazed Baby Back Ribs - Half Rack,Applebee's,0
(30) Boneless Wings (Sauce Only) - Honey BBQ,Applebee's,0
Breadsticks with Alfredo Sauce,Applebee's,0
Boneless Wings (Dressing Only) - Blue Cheese,Applebee's,0
(30) Double Crunch Bone-In Wings (Sauce Only) - Classic Hot Buffalo,Applebee's,0
Fiesta Lime Chicken (Serves 6-8),Applebee's,0
Grilled Chicken Salad,Applebee's,0
Chicken Tenders (Serves 6-8),Applebee's,0
Boneless Wings (Sauce Only) - Sweet Asian Chile,Applebee's,0
Spinach & Artichoke Dip,Applebee's,0
Brew Pub Pretzels & Beer Cheese Dip,Applebee's,0
Breadstick,Applebee's,1
French Onion Soup,Applebee's,0
Boneless Wings (Sauce Only) - Honey BBQ,Applebee's,0
Double-Glazed Baby Back Ribs (Serves 6-8),Applebee's,0
Salad (Serves 6-8) (Dressing Only) - Lemon Olive Oil Vinaigrette,Applebee's,0
Double Crunch Bone-In Wings (Dressing Only) - Bleu Cheese,Applebee's,0
Classic Bacon Cheeseburger,Applebee's,0
Double-Glazed Baby Back Ribs - Half Rack (Sauce Only) - Texas Style BBQ,Applebee's,1
Chicken Tenders Plate,Applebee's,0
Caesar Salad,Applebee's,1
"Vanilla Slush'n Joe, 16 oz",Port City Java,0
"Orange Juice, 16 oz",Port City Java,1
"Hot Chai Tea, 20 oz",Port City Java,1
"Slush'n Joe, 24 oz",Port City Java,0
"Italian Soda, 16 oz",Port City Java,1
"Seattle Style Cremosa, 16 oz",Port City Java,1
"Whole Milk, 24 oz",Port City Java,0
Pumpkin Muffin (Seasonal),Port City Java,0
"Pineapple Juice, 24 oz",Port City Java,1
Greek Yogurt and Cherry Filled Croissant,Port City Java,1
"Tea Latte, 16 oz",Port City Java,1
Brewery Nachos,Rock Bottom,0
Southwest Egg Rolls with Roasted Jalapeno Ranch,Rock Bottom,0
Crispy Chicken Fingers,Rock Bottom,0
Classic Wedge Salad,Rock Bottom,0
"Chicken Tortilla Soup, Cup",Rock Bottom,0
Balsamic Vinaigrette,Rock Bottom,1
Honey Dijon Vinaigrette,Rock Bottom,1
Bacon Chicken Mac N Cheese,Rock Bottom,0
Chicken Fried Chicken,Rock Bottom,0
USDA Choice Ribeye,Rock Bottom,0
Apple Coleslaw,Rock Bottom,1
Baja Chicken Sandwich,Rock Bottom,0
Fresh Squeezed Lemonade,Rock Bottom,0
Coopers Iced Brewed Tea,Rock Bottom,1
Tropicana Lemonade,Rock Bottom,0
Kids Buttered Noodles,Rock Bottom,1
Kids Chocolate Milk,Rock Bottom,0
Kids Mac N Cheesy,Rock Bottom,0
Rock Bottom Smoked and Grilled Specialty Wings (Tall) with Jalapeno Butter with Crazy Pepper,Rock Bottom,0
Santa Fe Ranch Chicken Salad with Ranch Dressing,Rock Bottom,0
Rock Bottom Specialty Wings (Short) with Wing Spice Choice Blackened Seasoning,Rock Bottom,0
Brewers Cobb Salad with Light Raspberry Vinaigrette,Rock Bottom,0
Light Balsamic Vinaigrette,Rock Bottom,1
Greenhouse Side Salad with Ranch Dressing,Rock Bottom,0
Custom Seasonal Vegetables with Ginger Scallion Vegetable Butter,Rock Bottom,1
Chimichurri Dressing,Rock Bottom,0
Greenhouse Side Salad with Light Raspberry Vinaigrette,Rock Bottom,0
Smashed and Stacked Burger with Fresh Angus Burger Patties,Rock Bottom,0
Steakhouse Salad with Blue Cheese Dressing,Rock Bottom,0
.75 lb Black and Bleu Burger with 12 oz. Blackened Beef Burger Patty,Rock Bottom,0
Low Country Shrimp and Grits,Rock Bottom,0
Classic Burger with Iceberg Lettuce Rounds (Gluten Sensitive),Rock Bottom,0
Classic Wedge Salad with Asiago Caesar Dressing,Rock Bottom,0
Rock Bottom Smoked and Grilled Specialty Wings (Short) with Ranch Dressing,Rock Bottom,0
Snack Traditional Wings with Blue Cheese Dressing,Rock Bottom,0
"Santa Fe Seasoned Fries, 5 oz.",Rock Bottom,0
Steakhouse Salad with Roasted Jalapeno Ranch Dressing,Rock Bottom,0
Rock Bottom Specialty Wings (Tall) with Blue Cheese Dressing,Rock Bottom,0
Classic Burger with Bison Burger Patty (Gluten Sensitive),Rock Bottom,0
Bacon Wrapped Jalapeno Poppers,Rock Bottom,0
Rock Bottom Smoked and Grilled Specialty Wings (Tall) with Thai Chile Sauce,Rock Bottom,0
"Grilled Chicken, Salads",Rock Bottom,0
Snack Size Nachos with Guacamole,Rock Bottom,0
Custom Seasonal Vegetables with Green Beans,Rock Bottom,1
"Santa Fe Seasoned Fries, 7 oz.",Rock Bottom,0
Chicken Waldorf Salad with Light Balsamic Vinaigrette,Rock Bottom,0
Choice Top Sirloin (7 oz) with Texas Fire Style,Rock Bottom,0
Brewery Steak Sandwich,Rock Bottom,0
Fireman's Burger with Fresh Angus Burger Patty (Gluten Sensitive),Rock Bottom,0
Rock Bottom Boneless Specialty Wings (Tall) with Wing Spice Choice Blackened Seasoning,Rock Bottom,0
USDA Choice Ribeye with Texas Fire Style,Rock Bottom,0
Rock Bottom Smoked and Grilled Specialty Wings (Short) with Blue Cheese Dressing,Rock Bottom,0
Chile Lime Fajita Salad with Light Raspberry Vinaigrette,Rock Bottom,0
Mac N Cheese,Rock Bottom,0
Honey BBQ Burger with Burger Patty Choice Fresh Angus Burger Patty,Rock Bottom,0
Happy Hour Boneless Wings with Blue Cheese Dressing,Rock Bottom,0
"Grilled Salmon, Salads",Rock Bottom,1
Chile Lime Fajita Salad with Roasted Jalapeno Ranch Dressing,Rock Bottom,0
Rock Bottom Boneless Specialty Wings (Tall) with Blue Cheese Dressing,Rock Bottom,0
Rock Bottom Boneless Specialty Wings (Tall) with Ranch Dressing,Rock Bottom,0
Rock Bottom Specialty Wings (Tall) with Wing Spice Choice Blackened Seasoning,Rock Bottom,0
Bacon Cheddar Burger with Toasted Gluten Free Bun (Gluten Sensitive),Rock Bottom,0
Classic Wedge Salad with Balsamic Vinaigrette,Rock Bottom,0
Brewers Cobb Salad with Honey Dijon Dressing,Rock Bottom,0
Mango Habanero Chicken,Rock Bottom,0
Caesar Salad with Asiago Caesar Dressing,Rock Bottom,0
Caesar Salad with Light Raspberry Vinaigrette,Rock Bottom,1
Smoked Chicken Tacos,Rock Bottom,0
Rock Bottom Specialty Wings (Short) with Blue Cheese Dressing,Rock Bottom,0
Bacon Cheddar Burger (Gluten Sensitive),Rock Bottom,0
Santa Fe Ranch Chicken Salad with Chimichurri Dressing,Rock Bottom,0
Greenhouse Salad with Asiago Caesar Dressing,Rock Bottom,0
Loaded White Queso with Seasoned Ground Beef,Rock Bottom,0
Santa Fe Ranch Chicken Salad with Caesar Dressing,Rock Bottom,0
Chile Lime Fajita Salad with Blue Cheese Dressing,Rock Bottom,0
"Santa Fe Seasoned Fries, 3 oz.",Rock Bottom,1
Snack Traditional Wings with Buffalo Sauce,Rock Bottom,0
"Pulled Pork Flatbread, 8 Pieces",Rock Bottom,0
Bacon Cheddar Burger with Bison Burger Patty (Gluten Sensitive),Rock Bottom,0
Snack Ball Park Pretzel Pieces,Rock Bottom,0
Santa Fe Ranch Chicken Salad with Honey Dijon Vinaigrette,Rock Bottom,0
Brewers Cobb Salad with Light Balsamic Vinaigrette,Rock Bottom,0
Greenhouse Salad with Light Raspberry Vinaigrette,Rock Bottom,0
Caesar Salad with Light Balsamic Vinaigrette,Rock Bottom,0
Snack Boneless Wings with Blue Cheese Dressing,Rock Bottom,0
Snack Traditional Wings with Ranch Dressing,Rock Bottom,0
Chile Lime Fajita Salad with Caesar Dressing,Rock Bottom,0
Smashed and Stacked Burger with 12 oz. Burger Patty,Rock Bottom,0
Greenhouse Salad with BBQ Jalapeno Ranch Dressing,Rock Bottom,0
Jr. Reduced Fat Chocolate Milk,Denny's,1
Mega Philly Cheese Melt with Prime Rib,Denny's,0
Beer-Battered Onion Rings,Denny's,0
"Build Your Own Omelette, Pico De Gallo",Denny's,1
"Build Your Own Jr. Grand Slam, Bacon Strip & Sausage Link",Denny's,1
Jr. Strawberry Milkshake,Denny's,0
"Build Your Own Omelette, Fresh Spinach",Denny's,1
Jr. Goldfish Crackers,Denny's,1
"Caesar Dressing, 3 oz",Denny's,0
"Iced Tea, Unsweet",Denny's,1
Hi-C Fruit Punch,Denny's,1
Coca-Cola,Denny's,1
Ruby Red Grapefruit Juice,Denny's,1
"Breakfast Side, Gluten Free English Muffin with Margarine",Denny's,1
"Honey Mustard Dressing, 3 oz",Denny's,0
Build Your Combo - Strawberry Banana French Toast,IHOP,0
Colorado Omelette,IHOP,0
(4) Strawberry Banana Pancakes,IHOP,0
Spicy Poblano Omelette,IHOP,0
Cowboy BBQ,IHOP,0
Appetizer Sampler,IHOP,0
Grits,IHOP,1
T-Bone Steak (10 oz),IHOP,0
2 x 2 x 2,IHOP,0
Grilled Tilapia,IHOP,0
55+ French Toast,IHOP,0
Jr. Chicken & Waffles,IHOP,0
Swedish Crepes,IHOP,0
Build Your Combo - Chocolate Chocolate Chip Pancakes,IHOP,0
Grilled Buttermilk Biscuit,IHOP,0
55+ 2 x 2 x 2,IHOP,0
Breakfast Sampler,IHOP,0
Build Your Combo - Cupcake Pancakes,IHOP,0
Big Brunch,IHOP,0
Philly Cheese Steak Stacker,IHOP,0
Garlic Bread,IHOP,1
Buttermilk Crispy Chicken Dinner with Sausage Gravy,IHOP,0
Build Your Combo - Gluten-Friendly Pancakes,IHOP,0
Buttered English Muffin,IHOP,1
Chicken & Veggie Salad,IHOP,0
The Classic with Grilled Chicken,IHOP,0
The Classic with Bacon and Grilled Chicken,IHOP,0
Classic Breakfast Sandwich,IHOP,0
Buttermilk Crispy Chicken Feast with Belgian Waffles,IHOP,0
Topping Choice - Blueberry Compote,IHOP,0
Breakfast Family Feast with Waffles,IHOP,0
Add Cheese to Eggs,IHOP,0
Southwest Chicken Bowl with Chile Verde Salsa,IHOP,0
The Classic Bowl with Bacon,IHOP,0
New Mexico Chicken Bowl with Fire Roasted Salsa,IHOP,0
Spicy Shredded Beef Bowl,IHOP,0
New Mexico Chicken Burrito with Fire Roasted Salsa,IHOP,0
Southwest Chicken Burrito with Fire Roasted Salsa,IHOP,0
Spicy Poblano Fajita Bowl,IHOP,0
Crispy Potato Pancakes,IHOP,0
Onion Rings,IHOP,0
Hash Browns,IHOP,1
Cheese Blintzes with Glazed Strawberries,IHOP,0
Coffee (16 fl oz),IHOP,1
(4) Classic Cheeseburgers with Fries Family Feast,IHOP,0
Ham & Cheese Omelette,IHOP,0
"Alice Springs Chicken Quesadilla, Regular",Outback Steakhouse,0
"Aussie Cheese Fries, Large",Outback Steakhouse,0
"Baked Potato Soup, Bowl",Outback Steakhouse,0
"Baked Potato Soup, Cup",Outback Steakhouse,0
"Outback Center-Cut Sirloin, 12 Oz",Outback Steakhouse,0
"New York Strip, 14 Oz",Outback Steakhouse,0
Simply Grilled Mahi with Fresh Mixed Veggies (Regional),Outback Steakhouse,1
Crispy Chicken Sandwich,Outback Steakhouse,0
Side Grilled Asparagus,Outback Steakhouse,1
Steakhouse Salad,Outback Steakhouse,0
Queensland Pasta with Broccoli (Regional),Outback Steakhouse,0
Spiked Red Bull with Finlandia Raspberry Vodka with Sugar Free Red Bull,Outback Steakhouse,1
Bacon Cheeseburger (Regional),Outback Steakhouse,0
Steakhouse Mac & Cheese Bites,Outback Steakhouse,0
11 Oz Sirloin & Grilled Shrimp on the Barbie,Outback Steakhouse,0
"Foster's Lager, Bottle",Outback Steakhouse,1
Salted Caramel Topped Cheesecake (Seasonal),Outback Steakhouse,0
Teriyaki Marinated Sirloin (Regional),Outback Steakhouse,0
6 Oz Sirloin & Grilled Shrimp on the Barbie,Outback Steakhouse,0
Chicken Tender Platter with Aussie Fries and Buffalo Sauce,Outback Steakhouse,0
"Bud Light, Small Bloke",Outback Steakhouse,1
Naturally Skinny 'Rita,Outback Steakhouse,0
New Zealand Lamb with Homestyle Mashed Potatoes and Fresh Mixed Veggies (Regional),Outback Steakhouse,0
Chicken Fried Steak with Homestyle Mashed Potatoes and Fresh Mixed Veggies (Regional),Outback Steakhouse,0
Pork Porterhouse with Homestyle Mashed Potatoes,Outback Steakhouse,0
"Wolf Pup Session IPA, Big Bloke",Outback Steakhouse,1
"Lobster Tail, 5 Oz - Steamed",Outback Steakhouse,0
Sydney's Cosmo with Skinnygirl Bare Naked Vodka,Outback Steakhouse,1
Peach Smoothie (Regional),Outback Steakhouse,0
"Kona Island Lager, Big Bloke",Outback Steakhouse,1
Down Under Mule (Regional),Outback Steakhouse,1
"Sweetwater Pale Ale, Big Bloke",Outback Steakhouse,1
Loaded Bloomin' Onion (Regional),Outback Steakhouse,0
Old & New Fashioned - Jack Daniel's Tennessee Honey Whiskey,Outback Steakhouse,1
Roasted Garlic Butter Topping,Outback Steakhouse,0
Ice Cream with Raspberry Sauce (Regional),Outback Steakhouse,0
"Sweetwater Pale Ale, Middy",Outback Steakhouse,1
"Alice Springs Chicken, 5 Oz with Aussie Fries",Outback Steakhouse,0
Strawberry Colada Smoothie (Regional),Outback Steakhouse,0
Bloody Mary With Vodka And Garnish,Not Your Average Joe's,0
