,fields.item_name,fields.brand_name,healthy,clean_item_name,filtered_item_name
1843,"Top One Pound Top Sirloin, 13oz",Western Sizzlin,0,"['top', 'one', 'pound', 'top', 'sirloin', '13oz']","['top', 'one', 'pound', 'top', 'sirloin', '13oz']"
1844,"White Chocolate Macadamia Nut Cookie, 1.33oz",Western Sizzlin,1,"['white', 'chocolate', 'macadamia', 'nut', 'cookie', '133oz']","['white', 'chocol', 'macadamia', 'nut', 'cooki', '133oz']"
1845,Real Bacon Bits,Western Sizzlin,1,"['real', 'bacon', 'bits']","['real', 'bacon', 'bit']"
1846,S.F. Strawberry Bundt Cake,Western Sizzlin,1,"['sf', 'strawberry', 'bundt', 'cake']","['sf', 'strawberri', 'bundt', 'cake']"
1847,"Hot Buffet, Meat Loaf",Western Sizzlin,1,"['hot', 'buffet', 'meat', 'loaf']","['hot', 'buffet', 'meat', 'loaf']"
1848,Scrambled Egg,Western Sizzlin,0,"['scrambled', 'egg']","['scrambl', 'egg']"
1849,"Potato Bar Toppings, Imitation Bacon Bits",Western Sizzlin,1,"['potato', 'bar', 'toppings', 'imitation', 'bacon', 'bits']","['potato', 'bar', 'top', 'imit', 'bacon', 'bit']"
1850,"Caffe Latte with Soy Milk, Grande",Starbucks,1,"['caffe', 'latte', 'with', 'soy', 'milk', 'grande']","['caff', 'latt', 'soy', 'milk', 'grand']"
1851,"Coffee Frappuccino with Almond Milk, Venti",Starbucks,0,"['coffee', 'frappuccino', 'with', 'almond', 'milk', 'venti']","['coffe', 'frappuccino', 'almond', 'milk', 'venti']"
1852,"Iced Skinny Vanilla Latte with Nonfat Milk, Venti",Starbucks,1,"['iced', 'skinny', 'vanilla', 'latte', 'with', 'nonfat', 'milk', 'venti']","['ice', 'skinni', 'vanilla', 'latt', 'nonfat', 'milk', 'venti']"
1853,"Caramel Brulee Creme with Nonfat Milk and Whip, Venti",Starbucks,0,"['caramel', 'brulee', 'creme', 'with', 'nonfat', 'milk', 'and', 'whip', 'venti']","['caramel', 'brule', 'creme', 'nonfat', 'milk', 'whip', 'venti']"
1854,"Teavana Shaken Iced Black Tea Unsweetened, Venti",Starbucks,1,"['teavana', 'shaken', 'iced', 'black', 'tea', 'unsweetened', 'venti']","['teavana', 'shaken', 'ice', 'black', 'tea', 'unsweeten', 'venti']"
1855,"Peppermint Mocha Frappuccino with 2% Milk and Whip, Tall",Starbucks,0,"['peppermint', 'mocha', 'frappuccino', 'with', '2', 'milk', 'and', 'whip', 'tall']","['peppermint', 'mocha', 'frappuccino', '2', 'milk', 'whip', 'tall']"
1856,"Oprah Brewed Tea Latte Almond Milk, Tall",Starbucks,1,"['oprah', 'brewed', 'tea', 'latte', 'almond', 'milk', 'tall']","['oprah', 'brew', 'tea', 'latt', 'almond', 'milk', 'tall']"
1857,"Hot Chocolate with Soy Milk and No Whip, Tall",Starbucks,0,"['hot', 'chocolate', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'tall']","['hot', 'chocol', 'soy', 'milk', 'whip', 'tall']"
1858,"Iced Coffee Sweetened with Whole Milk, Trenta",Starbucks,0,"['iced', 'coffee', 'sweetened', 'with', 'whole', 'milk', 'trenta']","['ice', 'coffe', 'sweeten', 'whole', 'milk', 'trenta']"
1859,"Peppermint White Chocolate Mocha with Nonfat Milk and No Whip, Short",Starbucks,0,"['peppermint', 'white', 'chocolate', 'mocha', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'short']","['peppermint', 'white', 'chocol', 'mocha', 'nonfat', 'milk', 'whip', 'short']"
1860,"Cinnamon Dolce Creme Frappuccino with Almond Milk and No Whip, Grande",Starbucks,0,"['cinnamon', 'dolce', 'creme', 'frappuccino', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'grande']","['cinnamon', 'dolc', 'creme', 'frappuccino', 'almond', 'milk', 'whip', 'grand']"
1861,"White Chocolate Mocha with Almond Milk and No Whip, Tall",Starbucks,0,"['white', 'chocolate', 'mocha', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'tall']","['white', 'chocol', 'mocha', 'almond', 'milk', 'whip', 'tall']"
1862,"Salted Caramel Hot Chocolate with 2% Milk and No Whip, Venti",Starbucks,0,"['salted', 'caramel', 'hot', 'chocolate', 'with', '2', 'milk', 'and', 'no', 'whip', 'venti']","['salt', 'caramel', 'hot', 'chocol', '2', 'milk', 'whip', 'venti']"
1863,"Peppermint White Mocha Creme Frappuccino with Nonfat Milk and Whip, Tall",Starbucks,0,"['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'with', 'nonfat', 'milk', 'and', 'whip', 'tall']","['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'nonfat', 'milk', 'whip', 'tall']"
1864,"Salted Caramel Mocha Frappuccino with Almond Milk and No Whip, Tall",Starbucks,0,"['salted', 'caramel', 'mocha', 'frappuccino', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'tall']","['salt', 'caramel', 'mocha', 'frappuccino', 'almond', 'milk', 'whip', 'tall']"
1865,"Peppermint White Mocha Creme Frappuccino with Soy Milk and No Whip, Venti",Starbucks,0,"['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'venti']","['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'soy', 'milk', 'whip', 'venti']"
1866,"Teavana Shaken Strawberry Green Tea Infusion Sweetened, Tall",Starbucks,1,"['teavana', 'shaken', 'strawberry', 'green', 'tea', 'infusion', 'sweetened', 'tall']","['teavana', 'shaken', 'strawberri', 'green', 'tea', 'infus', 'sweeten', 'tall']"
1867,"Peppermint White Hot Chocolate with Coconut Milk and Whip, Tall",Starbucks,0,"['peppermint', 'white', 'hot', 'chocolate', 'with', 'coconut', 'milk', 'and', 'whip', 'tall']","['peppermint', 'white', 'hot', 'chocol', 'coconut', 'milk', 'whip', 'tall']"
1868,"Peppermint White Mocha Creme Frappuccino with Coconut Milk and Whip, Tall",Starbucks,0,"['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'with', 'coconut', 'milk', 'and', 'whip', 'tall']","['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'coconut', 'milk', 'whip', 'tall']"
1869,"Cold Brewed Coffee + Classic Syrup, Tall",Starbucks,1,"['cold', 'brewed', 'coffee', 'classic', 'syrup', 'tall']","['cold', 'brew', 'coffe', 'classic', 'syrup', 'tall']"
1870,"Gingerbread Creme Frappuccino with Almond Milk and No Whip, Grande",Starbucks,0,"['gingerbread', 'creme', 'frappuccino', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'grande']","['gingerbread', 'creme', 'frappuccino', 'almond', 'milk', 'whip', 'grand']"
1871,"Peppermint White Chocolate Mocha with Whole Milk and No Whip, Short",Starbucks,0,"['peppermint', 'white', 'chocolate', 'mocha', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'short']","['peppermint', 'white', 'chocol', 'mocha', 'whole', 'milk', 'whip', 'short']"
1872,"Salted Caramel Mocha Frappuccino with Soy Milk and Whip, Venti",Starbucks,0,"['salted', 'caramel', 'mocha', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'venti']","['salt', 'caramel', 'mocha', 'frappuccino', 'soy', 'milk', 'whip', 'venti']"
1873,"Iced White Chocolate Mocha with Coconut Milk and No Whip, Grande",Starbucks,0,"['iced', 'white', 'chocolate', 'mocha', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'grande']","['ice', 'white', 'chocol', 'mocha', 'coconut', 'milk', 'whip', 'grand']"
1874,"Double Chocolaty Chip Creme Frappuccino with Whole Milk and No Whip, Venti",Starbucks,0,"['double', 'chocolaty', 'chip', 'creme', 'frappuccino', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'venti']","['doubl', 'chocolati', 'chip', 'creme', 'frappuccino', 'whole', 'milk', 'whip', 'venti']"
1875,"Eggnog Frappuccino Blended Creme with Coconut Milk and Whip, Grande",Starbucks,0,"['eggnog', 'frappuccino', 'blended', 'creme', 'with', 'coconut', 'milk', 'and', 'whip', 'grande']","['eggnog', 'frappuccino', 'blend', 'creme', 'coconut', 'milk', 'whip', 'grand']"
1876,"Holiday Spice Flat White with 2% Milk, Tall",Starbucks,1,"['holiday', 'spice', 'flat', 'white', 'with', '2', 'milk', 'tall']","['holiday', 'spice', 'flat', 'white', '2', 'milk', 'tall']"
1877,"Salted Caramel Mocha Creme Frappuccino with Almond Milk and Whip, Tall",Starbucks,0,"['salted', 'caramel', 'mocha', 'creme', 'frappuccino', 'with', 'almond', 'milk', 'and', 'whip', 'tall']","['salt', 'caramel', 'mocha', 'creme', 'frappuccino', 'almond', 'milk', 'whip', 'tall']"
1878,"Holiday Spice Flat White with Coconut Milk, Venti",Starbucks,0,"['holiday', 'spice', 'flat', 'white', 'with', 'coconut', 'milk', 'venti']","['holiday', 'spice', 'flat', 'white', 'coconut', 'milk', 'venti']"
1879,"Salted Caramel Hot Chocolate with Almond Milk and Whip, Venti",Starbucks,0,"['salted', 'caramel', 'hot', 'chocolate', 'with', 'almond', 'milk', 'and', 'whip', 'venti']","['salt', 'caramel', 'hot', 'chocol', 'almond', 'milk', 'whip', 'venti']"
1880,"Eggnog Frappuccino Blended Creme with Almond Milk and Whip, Venti",Starbucks,0,"['eggnog', 'frappuccino', 'blended', 'creme', 'with', 'almond', 'milk', 'and', 'whip', 'venti']","['eggnog', 'frappuccino', 'blend', 'creme', 'almond', 'milk', 'whip', 'venti']"
1881,"Cinnamon Dolce Steamer with Nonfat Milk, Tall",Starbucks,1,"['cinnamon', 'dolce', 'steamer', 'with', 'nonfat', 'milk', 'tall']","['cinnamon', 'dolc', 'steamer', 'nonfat', 'milk', 'tall']"
1882,"Pumpkin Spice Latte with Almond Milk and No Whip, Grande",Starbucks,0,"['pumpkin', 'spice', 'latte', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'grande']","['pumpkin', 'spice', 'latt', 'almond', 'milk', 'whip', 'grand']"
1883,"Mocha Frappuccino with Soy Milk and No Whip, Tall",Starbucks,0,"['mocha', 'frappuccino', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'tall']","['mocha', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
1884,"Pumpkin Spice Creme with Nonfat Milk and Whip, Venti",Starbucks,0,"['pumpkin', 'spice', 'creme', 'with', 'nonfat', 'milk', 'and', 'whip', 'venti']","['pumpkin', 'spice', 'creme', 'nonfat', 'milk', 'whip', 'venti']"
1885,"Peppermint Hot Chocolate with Almond Milk and No Whip, Kids",Starbucks,1,"['peppermint', 'hot', 'chocolate', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'kids']","['peppermint', 'hot', 'chocol', 'almond', 'milk', 'whip', 'kid']"
1886,"Peppermint White Mocha Frappuccino with Nonfat Milk and No Whip, Tall",Starbucks,0,"['peppermint', 'white', 'mocha', 'frappuccino', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'tall']","['peppermint', 'white', 'mocha', 'frappuccino', 'nonfat', 'milk', 'whip', 'tall']"
1887,"Java Chip Frappuccino with 2% Milk and No Whip, Grande",Starbucks,0,"['java', 'chip', 'frappuccino', 'with', '2', 'milk', 'and', 'no', 'whip', 'grande']","['java', 'chip', 'frappuccino', '2', 'milk', 'whip', 'grand']"
1888,"Iced Pumpkin Spice Latte with Nonfat Milk and No Whip, Tall",Starbucks,0,"['iced', 'pumpkin', 'spice', 'latte', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'tall']","['ice', 'pumpkin', 'spice', 'latt', 'nonfat', 'milk', 'whip', 'tall']"
1889,"Java Chip Frappuccino with Almond Milk and No Whip, Tall",Starbucks,0,"['java', 'chip', 'frappuccino', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'tall']","['java', 'chip', 'frappuccino', 'almond', 'milk', 'whip', 'tall']"
1890,"Gingerbread Latte with Whole Milk and Whip, Short",Starbucks,1,"['gingerbread', 'latte', 'with', 'whole', 'milk', 'and', 'whip', 'short']","['gingerbread', 'latt', 'whole', 'milk', 'whip', 'short']"
1891,"Iced White Hot Chocolate with 2% Milk and No Whip, Tall",Starbucks,0,"['iced', 'white', 'hot', 'chocolate', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['ice', 'white', 'hot', 'chocol', '2', 'milk', 'whip', 'tall']"
1892,"White Chocolate Mocha Creme Frappuccino with Whole Milk and No Whip, Grande",Starbucks,0,"['white', 'chocolate', 'mocha', 'creme', 'frappuccino', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'grande']","['white', 'chocol', 'mocha', 'creme', 'frappuccino', 'whole', 'milk', 'whip', 'grand']"
1893,"Chocolate Milk with 2% Milk, Tall",Starbucks,0,"['chocolate', 'milk', 'with', '2', 'milk', 'tall']","['chocol', 'milk', '2', 'milk', 'tall']"
1894,"Iced Flat White with Coconut Milk, Tall",Starbucks,1,"['iced', 'flat', 'white', 'with', 'coconut', 'milk', 'tall']","['ice', 'flat', 'white', 'coconut', 'milk', 'tall']"
1895,"Peppermint White Hot Chocolate with Coconut Milk and Whip, Kids",Starbucks,0,"['peppermint', 'white', 'hot', 'chocolate', 'with', 'coconut', 'milk', 'and', 'whip', 'kids']","['peppermint', 'white', 'hot', 'chocol', 'coconut', 'milk', 'whip', 'kid']"
1896,"Caramel Brulee Creme with Coconut Milk and Whip, Venti",Starbucks,0,"['caramel', 'brulee', 'creme', 'with', 'coconut', 'milk', 'and', 'whip', 'venti']","['caramel', 'brule', 'creme', 'coconut', 'milk', 'whip', 'venti']"
1897,"Peppermint Mocha Frappuccino Blended Creme with 2% Milk and No Whip, Tall",Starbucks,0,"['peppermint', 'mocha', 'frappuccino', 'blended', 'creme', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['peppermint', 'mocha', 'frappuccino', 'blend', 'creme', '2', 'milk', 'whip', 'tall']"
1898,"Strawberries & Creme Frappuccino with 2% Milk and Whip, Tall",Starbucks,0,"['strawberries', 'creme', 'frappuccino', 'with', '2', 'milk', 'and', 'whip', 'tall']","['strawberri', 'creme', 'frappuccino', '2', 'milk', 'whip', 'tall']"
1899,"Gingerbread Creme Frappuccino with Almond Milk and Whip, Tall",Starbucks,1,"['gingerbread', 'creme', 'frappuccino', 'with', 'almond', 'milk', 'and', 'whip', 'tall']","['gingerbread', 'creme', 'frappuccino', 'almond', 'milk', 'whip', 'tall']"
1900,Carrots,Western Sizzlin,1,['carrots'],['carrot']
1901,Northern Beans,Western Sizzlin,1,"['northern', 'beans']","['northern', 'bean']"
1902,Sauteed Peppers,Western Sizzlin,1,"['sauteed', 'peppers']","['saute', 'pepper']"
1903,Honey Mustard Packet,Western Sizzlin,1,"['honey', 'mustard', 'packet']","['honey', 'mustard', 'packet']"
1904,Mustard Packet,Western Sizzlin,1,"['mustard', 'packet']","['mustard', 'packet']"
1905,Sweet & Sour Glaze,Western Sizzlin,1,"['sweet', 'sour', 'glaze']","['sweet', 'sour', 'glaze']"
1906,Add Diced Onions,Western Sizzlin,1,"['add', 'diced', 'onions']","['add', 'dice', 'onion']"
1907,Strawberry Pie Filling,Western Sizzlin,1,"['strawberry', 'pie', 'filling']","['strawberri', 'pie', 'fill']"
1908,Chocolate Cream Pie,Western Sizzlin,1,"['chocolate', 'cream', 'pie']","['chocol', 'cream', 'pie']"
1909,Pecan Pie,Western Sizzlin,1,"['pecan', 'pie']","['pecan', 'pie']"
1910,Cucumber Salad,Western Sizzlin,0,"['cucumber', 'salad']","['cucumb', 'salad']"
1911,Pasta Rotini Salad,Western Sizzlin,1,"['pasta', 'rotini', 'salad']","['pasta', 'rotini', 'salad']"
1912,Chocolate Pudding,Western Sizzlin,1,"['chocolate', 'pudding']","['chocol', 'pud']"
1913,Broccoli & Cheese Quiche,Western Sizzlin,1,"['broccoli', 'cheese', 'quiche']","['broccoli', 'chees', 'quich']"
1914,Whole White Potato,Western Sizzlin,1,"['whole', 'white', 'potato']","['whole', 'white', 'potato']"
1915,Bacon Imitation,Western Sizzlin,1,"['bacon', 'imitation']","['bacon', 'imit']"
1916,Boiled Egg,Western Sizzlin,0,"['boiled', 'egg']","['boil', 'egg']"
1917,Broccoli Florets,Western Sizzlin,1,"['broccoli', 'florets']","['broccoli', 'floret']"
1918,Celery Strip,Western Sizzlin,1,"['celery', 'strip']","['celeri', 'strip']"
1919,Diced Eggs,Western Sizzlin,0,"['diced', 'eggs']","['dice', 'egg']"
1920,"Gelatin, Sugar Free",Western Sizzlin,1,"['gelatin', 'sugar', 'free']","['gelatin', 'sugar', 'free']"
1921,Mushroom Sliced,Western Sizzlin,1,"['mushroom', 'sliced']","['mushroom', 'slice']"
1922,Parmesan Cheese,Western Sizzlin,1,"['parmesan', 'cheese']","['parmesan', 'chees']"
1923,Peaches,Western Sizzlin,1,['peaches'],['peach']
1924,Raisins,Western Sizzlin,1,['raisins'],['raisin']
1925,Sweet Pickle Relish,Western Sizzlin,1,"['sweet', 'pickle', 'relish']","['sweet', 'pickl', 'relish']"
1926,"1,000 Island Dressing",Western Sizzlin,1,"['1000', 'island', 'dressing']","['1000', 'island', 'dress']"
1927,French Catalina Dressing,Western Sizzlin,1,"['french', 'catalina', 'dressing']","['french', 'catalina', 'dress']"
1928,Honey Mustard Dressing,Western Sizzlin,1,"['honey', 'mustard', 'dressing']","['honey', 'mustard', 'dress']"
1929,Miracle Whip,Western Sizzlin,1,"['miracle', 'whip']","['miracl', 'whip']"
1930,Chocolate Syrup,Western Sizzlin,1,"['chocolate', 'syrup']","['chocol', 'syrup']"
1931,Chicken Noodle Soup,Western Sizzlin,1,"['chicken', 'noodle', 'soup']","['chicken', 'noodl', 'soup']"
1932,Sirloin Steak,Western Sizzlin,1,"['sirloin', 'steak']","['sirloin', 'steak']"
1933,Margarine + Buttermilk,Western Sizzlin,0,"['margarine', 'buttermilk']","['margarin', 'buttermilk']"
1934,Chicken Salad,Western Sizzlin,1,"['chicken', 'salad']","['chicken', 'salad']"
1935,Celery & Ranch Dressing,Wing Zone,1,"['celery', 'ranch', 'dressing']","['celeri', 'ranch', 'dress']"
1936,"Boneless Wing, Buffalo Bliss",Wing Zone,1,"['boneless', 'wing', 'buffalo', 'bliss']","['boneless', 'wing', 'buffalo', 'bliss']"
1937,"Caesar Salad, No Dressing",Wing Zone,1,"['caesar', 'salad', 'no', 'dressing']","['caesar', 'salad', 'dress']"
1938,Sweet Samurai Flavor,Wing Zone,1,"['sweet', 'samurai', 'flavor']","['sweet', 'samurai', 'flavor']"
1939,"Wedge Fries with Cheese, Jumbo",Wing Zone,0,"['wedge', 'fries', 'with', 'cheese', 'jumbo']","['wedg', 'fri', 'chees', 'jumbo']"
1940,"Fried Shrimp, Mango Fire",Wing Zone,1,"['fried', 'shrimp', 'mango', 'fire']","['fri', 'shrimp', 'mango', 'fire']"
1941,Lemon Zinger Flavor,Wing Zone,1,"['lemon', 'zinger', 'flavor']","['lemon', 'zinger', 'flavor']"
1942,Sweet Corn Bites,Wing Zone,0,"['sweet', 'corn', 'bites']","['sweet', 'corn', 'bite']"
1943,Ranch Dressing,Wing Zone,1,"['ranch', 'dressing']","['ranch', 'dress']"
1944,"Fried Shrimp, Blackened Voodoo",Wing Zone,1,"['fried', 'shrimp', 'blackened', 'voodoo']","['fri', 'shrimp', 'blacken', 'voodoo']"
1945,Creamy Caesar Dressing,Wing Zone,1,"['creamy', 'caesar', 'dressing']","['creami', 'caesar', 'dress']"
1946,Garlic Parm Flavor,Wing Zone,1,"['garlic', 'parm', 'flavor']","['garlic', 'parm', 'flavor']"
1947,Turano Brioche Buns,Wing Zone,1,"['turano', 'brioche', 'buns']","['turano', 'brioch', 'bun']"
1948,Blackened Voodoo Flavorcoat,Wing Zone,0,"['blackened', 'voodoo', 'flavorcoat']","['blacken', 'voodoo', 'flavorcoat']"
1949,"Tender, Liquid Gold",Wing Zone,1,"['tender', 'liquid', 'gold']","['tender', 'liquid', 'gold']"
1950,"Eggnog Frappuccino with Soy Milk and Whip, Tall",Starbucks,0,"['eggnog', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'tall']","['eggnog', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
1951,"Eggnog Frappuccino with 2% Milk and No Whip, Tall",Starbucks,0,"['eggnog', 'frappuccino', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['eggnog', 'frappuccino', '2', 'milk', 'whip', 'tall']"
1952,"Chestnut Praline Creme Frappuccino with Nonfat Milk and No Whip, Tall",Starbucks,0,"['chestnut', 'praline', 'creme', 'frappuccino', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'tall']","['chestnut', 'pralin', 'creme', 'frappuccino', 'nonfat', 'milk', 'whip', 'tall']"
1953,"Chai Eggnog Latte with Whole Milk, Grande",Starbucks,0,"['chai', 'eggnog', 'latte', 'with', 'whole', 'milk', 'grande']","['chai', 'eggnog', 'latt', 'whole', 'milk', 'grand']"
1954,"Java Chip Frappuccino with Soy Milk and Whip, Tall",Starbucks,0,"['java', 'chip', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'tall']","['java', 'chip', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
1955,"Chai Creme Frappuccino with Coconut Milk and No Whip, Venti",Starbucks,0,"['chai', 'creme', 'frappuccino', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'venti']","['chai', 'creme', 'frappuccino', 'coconut', 'milk', 'whip', 'venti']"
1956,"White Hot Chocolate with Coconut Milk and Whip, Grande",Starbucks,0,"['white', 'hot', 'chocolate', 'with', 'coconut', 'milk', 'and', 'whip', 'grande']","['white', 'hot', 'chocol', 'coconut', 'milk', 'whip', 'grand']"
1957,"Chestnut Praline Frappuccino with Soy Milk and Whip, Grande",Starbucks,0,"['chestnut', 'praline', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['chestnut', 'pralin', 'frappuccino', 'soy', 'milk', 'whip', 'grand']"
1958,"Teavana Shaken Iced Passion Tango Tea Unsweetened, Trenta",Starbucks,1,"['teavana', 'shaken', 'iced', 'passion', 'tango', 'tea', 'unsweetened', 'trenta']","['teavana', 'shaken', 'ice', 'passion', 'tango', 'tea', 'unsweeten', 'trenta']"
1959,"Salted Caramel Mocha with 2% Milk and No Whip, Short",Starbucks,1,"['salted', 'caramel', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'short']","['salt', 'caramel', 'mocha', '2', 'milk', 'whip', 'short']"
1960,"Iced Caffe Mocha with 2% Milk and No Whip, Tall",Starbucks,1,"['iced', 'caffe', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['ice', 'caff', 'mocha', '2', 'milk', 'whip', 'tall']"
1961,"Holiday Spice Flat White with Coconut Milk, Tall",Starbucks,1,"['holiday', 'spice', 'flat', 'white', 'with', 'coconut', 'milk', 'tall']","['holiday', 'spice', 'flat', 'white', 'coconut', 'milk', 'tall']"
1962,"Iced Caramel Brulee Latte with Whole Milk and No Whip, Grande",Starbucks,0,"['iced', 'caramel', 'brulee', 'latte', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'grande']","['ice', 'caramel', 'brule', 'latt', 'whole', 'milk', 'whip', 'grand']"
1963,"White Chocolate Mocha with 2% Milk and No Whip, Venti",Starbucks,0,"['white', 'chocolate', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'venti']","['white', 'chocol', 'mocha', '2', 'milk', 'whip', 'venti']"
1964,"Eggnog Frappuccino Blended Creme with Coconut Milk and No Whip, Venti",Starbucks,0,"['eggnog', 'frappuccino', 'blended', 'creme', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'venti']","['eggnog', 'frappuccino', 'blend', 'creme', 'coconut', 'milk', 'whip', 'venti']"
1965,"Iced Chestnut Praline Latte with Coconut Milk and No Whip, Venti",Starbucks,0,"['iced', 'chestnut', 'praline', 'latte', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'venti']","['ice', 'chestnut', 'pralin', 'latt', 'coconut', 'milk', 'whip', 'venti']"
1966,"Teavana Shaken Peach Citrus White Tea Infusion Lemonade Sweetened, Venti",Starbucks,1,"['teavana', 'shaken', 'peach', 'citrus', 'white', 'tea', 'infusion', 'lemonade', 'sweetened', 'venti']","['teavana', 'shaken', 'peach', 'citru', 'white', 'tea', 'infus', 'lemonad', 'sweeten', 'venti']"
1967,"Matcha Green Tea Latte with Whole Milk, Venti",Starbucks,0,"['matcha', 'green', 'tea', 'latte', 'with', 'whole', 'milk', 'venti']","['matcha', 'green', 'tea', 'latt', 'whole', 'milk', 'venti']"
1968,"Pumpkin Spice Frappuccino with 2% Milk and No Whip, Grande",Starbucks,0,"['pumpkin', 'spice', 'frappuccino', 'with', '2', 'milk', 'and', 'no', 'whip', 'grande']","['pumpkin', 'spice', 'frappuccino', '2', 'milk', 'whip', 'grand']"
1969,"Cinnamon Dolce Latte with Soy Milk and No Whip, Venti",Starbucks,0,"['cinnamon', 'dolce', 'latte', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'venti']","['cinnamon', 'dolc', 'latt', 'soy', 'milk', 'whip', 'venti']"
1970,"Strawberries & Creme Frappuccino with Soy Milk and No Whip, Venti",Starbucks,0,"['strawberries', 'creme', 'frappuccino', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'venti']","['strawberri', 'creme', 'frappuccino', 'soy', 'milk', 'whip', 'venti']"
1971,"Pumpkin Spice Frappuccino with Soy Milk and No Whip, Tall",Starbucks,0,"['pumpkin', 'spice', 'frappuccino', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'tall']","['pumpkin', 'spice', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
1972,"Iced Cinnamon Dolce Latte with 2% Milk and No Whip, Tall",Starbucks,1,"['iced', 'cinnamon', 'dolce', 'latte', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['ice', 'cinnamon', 'dolc', 'latt', '2', 'milk', 'whip', 'tall']"
1973,"Cinnamon Dolce Creme Frappuccino with Whole Milk and Whip, Grande",Starbucks,0,"['cinnamon', 'dolce', 'creme', 'frappuccino', 'with', 'whole', 'milk', 'and', 'whip', 'grande']","['cinnamon', 'dolc', 'creme', 'frappuccino', 'whole', 'milk', 'whip', 'grand']"
1974,"Pumpkin Spice Creme with 2% Milk and Whip, Short",Starbucks,1,"['pumpkin', 'spice', 'creme', 'with', '2', 'milk', 'and', 'whip', 'short']","['pumpkin', 'spice', 'creme', '2', 'milk', 'whip', 'short']"
1975,"Skinny Hot Chocolate, Venti",Starbucks,1,"['skinny', 'hot', 'chocolate', 'venti']","['skinni', 'hot', 'chocol', 'venti']"
1976,"Caramel Brulee Creme with 2% Milk and No Whip, Grande",Starbucks,0,"['caramel', 'brulee', 'creme', 'with', '2', 'milk', 'and', 'no', 'whip', 'grande']","['caramel', 'brule', 'creme', '2', 'milk', 'whip', 'grand']"
1977,"Caramel Macchiato with Coconut Milk, Tall",Starbucks,1,"['caramel', 'macchiato', 'with', 'coconut', 'milk', 'tall']","['caramel', 'macchiato', 'coconut', 'milk', 'tall']"
1978,"Peppermint Hot Chocolate with Coconut Milk and No Whip, Venti",Starbucks,0,"['peppermint', 'hot', 'chocolate', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'venti']","['peppermint', 'hot', 'chocol', 'coconut', 'milk', 'whip', 'venti']"
1979,"Chai Tea Latte with Soy Milk, Venti",Starbucks,0,"['chai', 'tea', 'latte', 'with', 'soy', 'milk', 'venti']","['chai', 'tea', 'latt', 'soy', 'milk', 'venti']"
1980,"Caramel Brulee Creme with Nonfat Milk and Whip, Tall",Starbucks,0,"['caramel', 'brulee', 'creme', 'with', 'nonfat', 'milk', 'and', 'whip', 'tall']","['caramel', 'brule', 'creme', 'nonfat', 'milk', 'whip', 'tall']"
