,_index,_type,_id,_score,fields.item_name,fields.brand_name,fields.nf_calories,fields.nf_calories_from_fat,fields.nf_total_fat,fields.nf_saturated_fat,fields.nf_trans_fatty_acid,fields.nf_cholesterol,fields.nf_sodium,fields.nf_sugars,fields.nf_protein,healthy,caption_clean,filtered_caption
1908,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000d7d,1,Chocolate Cream Pie,Western Sizzlin,200,100.0,11.0,7.0,0.0,0.0,150.0,16.0,1.0,1,"['chocolate', 'cream', 'pie']","['chocol', 'cream', 'pie']"
1909,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000d84,1,Pecan Pie,Western Sizzlin,350,150.0,17.0,5.0,0.0,55.0,350.0,17.0,3.0,1,"['pecan', 'pie']","['pecan', 'pie']"
1910,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000d91,1,Cucumber Salad,Western Sizzlin,25,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0,"['cucumber', 'salad']","['cucumb', 'salad']"
1911,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000d96,1,Pasta Rotini Salad,Western Sizzlin,100,25.0,3.0,1.0,0.0,5.0,450.0,1.0,3.0,1,"['pasta', 'rotini', 'salad']","['pasta', 'rotini', 'salad']"
1912,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000da1,1,Chocolate Pudding,Western Sizzlin,80,15.0,2.0,0.0,0.0,0.0,125.0,11.0,1.0,1,"['chocolate', 'pudding']","['chocol', 'pud']"
1913,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000da6,1,Broccoli & Cheese Quiche,Western Sizzlin,180,110.0,13.0,6.0,0.0,70.0,580.0,1.0,7.0,1,"['broccoli', 'cheese', 'quiche']","['broccoli', 'chees', 'quich']"
1914,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000db3,1,Whole White Potato,Western Sizzlin,70,0.0,0.0,0.0,0.0,0.0,400.0,1.0,1.0,1,"['whole', 'white', 'potato']","['whole', 'white', 'potato']"
1915,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000db8,1,Bacon Imitation,Western Sizzlin,60,20.0,2.0,0.0,0.0,0.0,260.0,0.0,6.0,1,"['bacon', 'imitation']","['bacon', 'imit']"
1916,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000dbe,1,Boiled Egg,Western Sizzlin,80,50.0,5.0,2.0,0.0,210.0,60.0,0.0,6.0,0,"['boiled', 'egg']","['boil', 'egg']"
1917,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000dc0,1,Broccoli Florets,Western Sizzlin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"['broccoli', 'florets']","['broccoli', 'floret']"
1918,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000dc5,1,Celery Strip,Western Sizzlin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"['celery', 'strip']","['celeri', 'strip']"
1919,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000dd2,1,Diced Eggs,Western Sizzlin,80,50.0,6.0,2.0,0.0,210.0,70.0,1.0,7.0,0,"['diced', 'eggs']","['dice', 'egg']"
1920,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000dd7,1,"Gelatin, Sugar Free",Western Sizzlin,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"['gelatin', 'sugar', 'free']","['gelatin', 'sugar', 'free']"
1921,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000de4,1,Mushroom Sliced,Western Sizzlin,10,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1,"['mushroom', 'sliced']","['mushroom', 'slice']"
1922,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000de9,1,Parmesan Cheese,Western Sizzlin,120,50.0,5.0,1.0,0.0,25.0,270.0,0.0,11.0,1,"['parmesan', 'cheese']","['parmesan', 'chees']"
1923,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000dea,1,Peaches,Western Sizzlin,50,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,1,['peaches'],['peach']
1924,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000def,1,Raisins,Western Sizzlin,130,0.0,0.0,0.0,0.0,0.0,5.0,25.0,2.0,1,['raisins'],['raisin']
1925,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000df6,1,Sweet Pickle Relish,Western Sizzlin,15,0.0,0.0,0.0,0.0,0.0,140.0,4.0,0.0,1,"['sweet', 'pickle', 'relish']","['sweet', 'pickl', 'relish']"
1926,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000dfc,1,"1,000 Island Dressing",Western Sizzlin,100,80.0,8.0,2.0,0.0,10.0,350.0,4.0,0.0,1,"['1000', 'island', 'dressing']","['1000', 'island', 'dress']"
1927,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000e04,1,French Catalina Dressing,Western Sizzlin,110,80.0,9.0,2.0,0.0,0.0,350.0,7.0,0.0,1,"['french', 'catalina', 'dressing']","['french', 'catalina', 'dress']"
1928,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000e09,1,Honey Mustard Dressing,Western Sizzlin,120,90.0,10.0,2.0,0.0,15.0,200.0,6.0,0.0,1,"['honey', 'mustard', 'dressing']","['honey', 'mustard', 'dress']"
1929,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000e0f,1,Miracle Whip,Western Sizzlin,110,90.0,11.0,2.0,0.0,10.0,190.0,2.0,0.0,1,"['miracle', 'whip']","['miracl', 'whip']"
1930,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000e1c,1,Chocolate Syrup,Western Sizzlin,100,0.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,1,"['chocolate', 'syrup']","['chocol', 'syrup']"
1931,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000e23,1,Chicken Noodle Soup,Western Sizzlin,50,10.0,1.0,0.0,0.0,15.0,500.0,1.0,3.0,1,"['chicken', 'noodle', 'soup']","['chicken', 'noodl', 'soup']"
1932,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000e3b,1,Sirloin Steak,Western Sizzlin,270,170.0,18.0,7.0,0.0,60.0,500.0,0.0,23.0,1,"['sirloin', 'steak']","['sirloin', 'steak']"
1933,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000e42,1,Margarine + Buttermilk,Western Sizzlin,160,160.0,20.0,5.0,5.0,5.0,180.0,0.0,0.0,0,"['margarine', 'buttermilk']","['margarin', 'buttermilk']"
1934,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc9e73fe3ffd403000e47,1,Chicken Salad,Western Sizzlin,210,140.0,15.0,3.0,0.0,30.0,340.0,20.0,8.0,1,"['chicken', 'salad']","['chicken', 'salad']"
1935,f762ef22-e660-434f-9071-a10ea6691c27,item,1521950503c1c20400f070ac,1,Celery & Ranch Dressing,Wing Zone,90,70.0,8.0,1.0,,5.0,190.0,1.0,0.0,1,"['celery', 'ranch', 'dressing']","['celeri', 'ranch', 'dress']"
1936,f762ef22-e660-434f-9071-a10ea6691c27,item,15219505124b9dfc20cdfc68,1,"Boneless Wing, Buffalo Bliss",Wing Zone,180,110.0,12.0,2.0,,20.0,630.0,1.0,8.0,1,"['boneless', 'wing', 'buffalo', 'bliss']","['boneless', 'wing', 'buffalo', 'bliss']"
1937,f762ef22-e660-434f-9071-a10ea6691c27,item,152195051e5f28d040bfc825,1,"Caesar Salad, No Dressing",Wing Zone,230,100.0,11.0,5.0,,20.0,720.0,2.0,16.0,1,"['caesar', 'salad', 'no', 'dressing']","['caesar', 'salad', 'dress']"
1938,f762ef22-e660-434f-9071-a10ea6691c27,item,1521950526f790106e96e791,1,Sweet Samurai Flavor,Wing Zone,120,10.0,1.0,0.0,,0.0,430.0,24.0,0.0,1,"['sweet', 'samurai', 'flavor']","['sweet', 'samurai', 'flavor']"
1939,f762ef22-e660-434f-9071-a10ea6691c27,item,15219505295a0f9873cd25bd,1,"Wedge Fries with Cheese, Jumbo",Wing Zone,1220,680.0,75.0,29.0,,135.0,3580.0,0.0,36.0,0,"['wedge', 'fries', 'with', 'cheese', 'jumbo']","['wedg', 'fri', 'chees', 'jumbo']"
1940,f762ef22-e660-434f-9071-a10ea6691c27,item,1521950534a425e45dbaad85,1,"Fried Shrimp, Mango Fire",Wing Zone,50,15.0,1.5,0.0,,15.0,100.0,3.0,2.0,1,"['fried', 'shrimp', 'mango', 'fire']","['fri', 'shrimp', 'mango', 'fire']"
1941,f762ef22-e660-434f-9071-a10ea6691c27,item,1521950539c300acd4825057,1,Lemon Zinger Flavor,Wing Zone,90,80.0,9.0,1.0,,0.0,570.0,0.0,0.0,1,"['lemon', 'zinger', 'flavor']","['lemon', 'zinger', 'flavor']"
1942,f762ef22-e660-434f-9071-a10ea6691c27,item,152195053bb88a40e4ea35f3,1,Sweet Corn Bites,Wing Zone,590,210.0,23.0,4.0,,0.0,1160.0,6.0,8.0,0,"['sweet', 'corn', 'bites']","['sweet', 'corn', 'bite']"
1943,f762ef22-e660-434f-9071-a10ea6691c27,item,152195053cdc9dd49fbdc69a,1,Ranch Dressing,Wing Zone,80,70.0,8.0,1.0,,5.0,140.0,0.0,0.0,1,"['ranch', 'dressing']","['ranch', 'dress']"
1944,f762ef22-e660-434f-9071-a10ea6691c27,item,152195055f3b48f1a4c4d102,1,"Fried Shrimp, Blackened Voodoo",Wing Zone,50,20.0,2.5,0.5,,15.0,240.0,1.0,2.0,1,"['fried', 'shrimp', 'blackened', 'voodoo']","['fri', 'shrimp', 'blacken', 'voodoo']"
1945,f762ef22-e660-434f-9071-a10ea6691c27,item,15219505681f08092961d4e4,1,Creamy Caesar Dressing,Wing Zone,180,160.0,18.0,3.0,,10.0,410.0,1.0,1.0,1,"['creamy', 'caesar', 'dressing']","['creami', 'caesar', 'dress']"
1946,f762ef22-e660-434f-9071-a10ea6691c27,item,15219505711ded1927bc7ae8,1,Garlic Parm Flavor,Wing Zone,80,60.0,7.0,1.0,,0.0,490.0,0.0,0.0,1,"['garlic', 'parm', 'flavor']","['garlic', 'parm', 'flavor']"
1947,f762ef22-e660-434f-9071-a10ea6691c27,item,152195057142f921e0e021eb,1,Turano Brioche Buns,Wing Zone,210,30.0,3.5,1.5,,0.0,360.0,7.0,7.0,1,"['turano', 'brioche', 'buns']","['turano', 'brioch', 'bun']"
1948,f762ef22-e660-434f-9071-a10ea6691c27,item,1521950579429031e0c5e077,1,Blackened Voodoo Flavorcoat,Wing Zone,60,35.0,3.5,1.5,,0.0,870.0,3.0,1.0,0,"['blackened', 'voodoo', 'flavorcoat']","['blacken', 'voodoo', 'flavorcoat']"
1949,f762ef22-e660-434f-9071-a10ea6691c27,item,1521950587ee7e260f01cfac,1,"Tender, Liquid Gold",Wing Zone,260,110.0,12.0,2.0,,20.0,750.0,3.0,13.0,1,"['tender', 'liquid', 'gold']","['tender', 'liquid', 'gold']"
1950,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621832d554b81a22b9d0,1,"Eggnog Frappuccino with Soy Milk and Whip, Tall",Starbucks,330,110.0,13.0,7.0,0.0,55.0,200.0,47.0,5.0,0,"['eggnog', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'tall']","['eggnog', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
1951,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621834158d804f80c631,1,"Eggnog Frappuccino with 2% Milk and No Whip, Tall",Starbucks,250,45.0,5.0,3.0,0.0,35.0,200.0,44.0,5.0,0,"['eggnog', 'frappuccino', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['eggnog', 'frappuccino', '2', 'milk', 'whip', 'tall']"
1952,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183420e7a877d8eb49,1,"Chestnut Praline Creme Frappuccino with Nonfat Milk and No Whip, Tall",Starbucks,140,0.0,0.0,0.0,0.0,0.0,160.0,31.0,4.0,0,"['chestnut', 'praline', 'creme', 'frappuccino', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'tall']","['chestnut', 'pralin', 'creme', 'frappuccino', 'nonfat', 'milk', 'whip', 'tall']"
1953,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621834779378577e1bfd,1,"Chai Eggnog Latte with Whole Milk, Grande",Starbucks,410,110.0,13.0,8.0,0.0,85.0,150.0,62.0,10.0,0,"['chai', 'eggnog', 'latte', 'with', 'whole', 'milk', 'grande']","['chai', 'eggnog', 'latt', 'whole', 'milk', 'grand']"
1954,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621834927734205c00f8,1,"Java Chip Frappuccino with Soy Milk and Whip, Tall",Starbucks,330,110.0,12.0,7.0,0.0,30.0,180.0,47.0,4.0,0,"['java', 'chip', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'tall']","['java', 'chip', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
1955,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621834afc25004fbe6c4,1,"Chai Creme Frappuccino with Coconut Milk and No Whip, Venti",Starbucks,290,40.0,4.5,4.0,0.0,0.0,300.0,61.0,1.0,0,"['chai', 'creme', 'frappuccino', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'venti']","['chai', 'creme', 'frappuccino', 'coconut', 'milk', 'whip', 'venti']"
1956,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621834fccb905410dc65,1,"White Hot Chocolate with Coconut Milk and Whip, Grande",Starbucks,390,180.0,20.0,16.0,0.0,30.0,240.0,50.0,4.0,0,"['white', 'hot', 'chocolate', 'with', 'coconut', 'milk', 'and', 'whip', 'grande']","['white', 'hot', 'chocol', 'coconut', 'milk', 'whip', 'grand']"
1957,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183656b3441b9100bc,1,"Chestnut Praline Frappuccino with Soy Milk and Whip, Grande",Starbucks,370,110.0,13.0,7.0,0.0,40.0,210.0,59.0,3.0,0,"['chestnut', 'praline', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['chestnut', 'pralin', 'frappuccino', 'soy', 'milk', 'whip', 'grand']"
1958,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621836f09f60728c9c7d,1,"Teavana Shaken Iced Passion Tango Tea Unsweetened, Trenta",Starbucks,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1,"['teavana', 'shaken', 'iced', 'passion', 'tango', 'tea', 'unsweetened', 'trenta']","['teavana', 'shaken', 'ice', 'passion', 'tango', 'tea', 'unsweeten', 'trenta']"
1959,f762ef22-e660-434f-9071-a10ea6691c27,item,c6406218371453048ac28e56,1,"Salted Caramel Mocha with 2% Milk and No Whip, Short",Starbucks,180,35.0,4.0,2.5,0.0,10.0,140.0,26.0,6.0,1,"['salted', 'caramel', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'short']","['salt', 'caramel', 'mocha', '2', 'milk', 'whip', 'short']"
1960,f762ef22-e660-434f-9071-a10ea6691c27,item,c6406218375a52dc6111660d,1,"Iced Caffe Mocha with 2% Milk and No Whip, Tall",Starbucks,180,40.0,4.5,3.0,0.0,10.0,70.0,21.0,7.0,1,"['iced', 'caffe', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['ice', 'caff', 'mocha', '2', 'milk', 'whip', 'tall']"
1961,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621837f65654269ae8d4,1,"Holiday Spice Flat White with Coconut Milk, Tall",Starbucks,140,60.0,6.0,6.0,0.0,0.0,110.0,17.0,1.0,1,"['holiday', 'spice', 'flat', 'white', 'with', 'coconut', 'milk', 'tall']","['holiday', 'spice', 'flat', 'white', 'coconut', 'milk', 'tall']"
1962,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183838e960552565f9,1,"Iced Caramel Brulee Latte with Whole Milk and No Whip, Grande",Starbucks,320,50.0,6.0,3.5,0.0,15.0,190.0,45.0,8.0,0,"['iced', 'caramel', 'brulee', 'latte', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'grande']","['ice', 'caramel', 'brule', 'latt', 'whole', 'milk', 'whip', 'grand']"
1963,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621838495f106e862ec5,1,"White Chocolate Mocha with 2% Milk and No Whip, Venti",Starbucks,460,120.0,14.0,10.0,0.0,35.0,310.0,65.0,18.0,0,"['white', 'chocolate', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'venti']","['white', 'chocol', 'mocha', '2', 'milk', 'whip', 'venti']"
1964,f762ef22-e660-434f-9071-a10ea6691c27,item,c6406218384ff354c03b8c17,1,"Eggnog Frappuccino Blended Creme with Coconut Milk and No Whip, Venti",Starbucks,340,90.0,9.0,7.0,0.0,40.0,350.0,58.0,4.0,0,"['eggnog', 'frappuccino', 'blended', 'creme', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'venti']","['eggnog', 'frappuccino', 'blend', 'creme', 'coconut', 'milk', 'whip', 'venti']"
1965,f762ef22-e660-434f-9071-a10ea6691c27,item,c6406218388625400d7d2b98,1,"Iced Chestnut Praline Latte with Coconut Milk and No Whip, Venti",Starbucks,250,60.0,6.0,6.0,0.0,0.0,130.0,40.0,2.0,0,"['iced', 'chestnut', 'praline', 'latte', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'venti']","['ice', 'chestnut', 'pralin', 'latt', 'coconut', 'milk', 'whip', 'venti']"
1966,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621838e7cc4c77a62ebd,1,"Teavana Shaken Peach Citrus White Tea Infusion Lemonade Sweetened, Venti",Starbucks,100,0.0,0.0,0.0,0.0,0.0,15.0,24.0,0.0,1,"['teavana', 'shaken', 'peach', 'citrus', 'white', 'tea', 'infusion', 'lemonade', 'sweetened', 'venti']","['teavana', 'shaken', 'peach', 'citru', 'white', 'tea', 'infus', 'lemonad', 'sweeten', 'venti']"
1967,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183a457bec2796a0b0,1,"Matcha Green Tea Latte with Whole Milk, Venti",Starbucks,370,130.0,15.0,8.0,0.0,45.0,190.0,43.0,15.0,0,"['matcha', 'green', 'tea', 'latte', 'with', 'whole', 'milk', 'venti']","['matcha', 'green', 'tea', 'latt', 'whole', 'milk', 'venti']"
1968,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183a88d198d2620e9b,1,"Pumpkin Spice Frappuccino with 2% Milk and No Whip, Grande",Starbucks,320,20.0,2.0,1.5,0.0,10.0,280.0,70.0,5.0,0,"['pumpkin', 'spice', 'frappuccino', 'with', '2', 'milk', 'and', 'no', 'whip', 'grande']","['pumpkin', 'spice', 'frappuccino', '2', 'milk', 'whip', 'grand']"
1969,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183ae0d34466a006a5,1,"Cinnamon Dolce Latte with Soy Milk and No Whip, Venti",Starbucks,330,60.0,6.0,1.0,0.0,0.0,160.0,49.0,12.0,0,"['cinnamon', 'dolce', 'latte', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'venti']","['cinnamon', 'dolc', 'latt', 'soy', 'milk', 'whip', 'venti']"
1970,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183ae149ac95d8e62e,1,"Strawberries & Creme Frappuccino with Soy Milk and No Whip, Venti",Starbucks,340,25.0,3.0,0.0,0.0,0.0,260.0,68.0,5.0,0,"['strawberries', 'creme', 'frappuccino', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'venti']","['strawberri', 'creme', 'frappuccino', 'soy', 'milk', 'whip', 'venti']"
1971,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183b0d73c8db20c11b,1,"Pumpkin Spice Frappuccino with Soy Milk and No Whip, Tall",Starbucks,210,10.0,1.5,0.0,0.0,0.0,180.0,46.0,3.0,0,"['pumpkin', 'spice', 'frappuccino', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'tall']","['pumpkin', 'spice', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
1972,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183b3c78045d6adb45,1,"Iced Cinnamon Dolce Latte with 2% Milk and No Whip, Tall",Starbucks,150,30.0,3.0,1.5,0.0,15.0,75.0,25.0,6.0,1,"['iced', 'cinnamon', 'dolce', 'latte', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['ice', 'cinnamon', 'dolc', 'latt', '2', 'milk', 'whip', 'tall']"
1973,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183b81ddbce55616fb,1,"Cinnamon Dolce Creme Frappuccino with Whole Milk and Whip, Grande",Starbucks,360,140.0,16.0,10.0,0.0,55.0,240.0,49.0,5.0,0,"['cinnamon', 'dolce', 'creme', 'frappuccino', 'with', 'whole', 'milk', 'and', 'whip', 'grande']","['cinnamon', 'dolc', 'creme', 'frappuccino', 'whole', 'milk', 'whip', 'grand']"
1974,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183bfd0f907477a1cd,1,"Pumpkin Spice Creme with 2% Milk and Whip, Short",Starbucks,210,80.0,9.0,5.0,0.0,35.0,130.0,27.0,8.0,1,"['pumpkin', 'spice', 'creme', 'with', '2', 'milk', 'and', 'whip', 'short']","['pumpkin', 'spice', 'creme', '2', 'milk', 'whip', 'short']"
1975,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183c7d91f0fad118f3,1,"Skinny Hot Chocolate, Venti",Starbucks,210,20.0,2.0,1.5,0.0,10.0,210.0,21.0,18.0,1,"['skinny', 'hot', 'chocolate', 'venti']","['skinni', 'hot', 'chocol', 'venti']"
1976,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183d007460b7ee51ee,1,"Caramel Brulee Creme with 2% Milk and No Whip, Grande",Starbucks,380,60.0,7.0,4.5,0.0,30.0,270.0,53.0,13.0,0,"['caramel', 'brulee', 'creme', 'with', '2', 'milk', 'and', 'no', 'whip', 'grande']","['caramel', 'brule', 'creme', '2', 'milk', 'whip', 'grand']"
1977,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183d0fdd787420cb61,1,"Caramel Macchiato with Coconut Milk, Tall",Starbucks,150,60.0,6.0,6.0,0.0,5.0,105.0,21.0,1.0,1,"['caramel', 'macchiato', 'with', 'coconut', 'milk', 'tall']","['caramel', 'macchiato', 'coconut', 'milk', 'tall']"
1978,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183de4cf7407783b78,1,"Peppermint Hot Chocolate with Coconut Milk and No Whip, Venti",Starbucks,440,110.0,12.0,10.0,0.0,0.0,170.0,71.0,4.0,0,"['peppermint', 'hot', 'chocolate', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'venti']","['peppermint', 'hot', 'chocol', 'coconut', 'milk', 'whip', 'venti']"
1979,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183df7eda04a666659,1,"Chai Tea Latte with Soy Milk, Venti",Starbucks,310,40.0,4.5,0.5,0.0,0.0,115.0,54.0,8.0,0,"['chai', 'tea', 'latte', 'with', 'soy', 'milk', 'venti']","['chai', 'tea', 'latt', 'soy', 'milk', 'venti']"
1980,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183e4467288ee7b902,1,"Caramel Brulee Creme with Nonfat Milk and Whip, Tall",Starbucks,310,60.0,6.0,4.0,0.0,30.0,200.0,44.0,11.0,0,"['caramel', 'brulee', 'creme', 'with', 'nonfat', 'milk', 'and', 'whip', 'tall']","['caramel', 'brule', 'creme', 'nonfat', 'milk', 'whip', 'tall']"
1981,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183e94a6ec605af175,1,"Iced Caramel Brulee Latte with 2% Milk and No Whip, Venti",Starbucks,440,45.0,5.0,3.0,0.0,20.0,290.0,66.0,11.0,0,"['iced', 'caramel', 'brulee', 'latte', 'with', '2', 'milk', 'and', 'no', 'whip', 'venti']","['ice', 'caramel', 'brule', 'latt', '2', 'milk', 'whip', 'venti']"
1982,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183ecbff9816595004,1,"Cinnamon Dolce Latte with Whole Milk and No Whip, Grande",Starbucks,300,90.0,10.0,6.0,0.0,30.0,140.0,38.0,11.0,0,"['cinnamon', 'dolce', 'latte', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'grande']","['cinnamon', 'dolc', 'latt', 'whole', 'milk', 'whip', 'grand']"
1983,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183f4806301933ed50,1,"Iced Caffe Mocha with 2% Milk and No Whip, Venti",Starbucks,340,70.0,8.0,5.0,0.0,20.0,120.0,41.0,13.0,0,"['iced', 'caffe', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'venti']","['ice', 'caff', 'mocha', '2', 'milk', 'whip', 'venti']"
1984,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183f6dc5a8cf64203f,1,"Iced Caffe Mocha with Soy Milk and Whip, Grande",Starbucks,350,150.0,16.0,9.0,0.0,40.0,85.0,31.0,9.0,0,"['iced', 'caffe', 'mocha', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['ice', 'caff', 'mocha', 'soy', 'milk', 'whip', 'grand']"
1985,f762ef22-e660-434f-9071-a10ea6691c27,item,c64062183fa42e486e707f09,1,"Double Chocolaty Chip Creme Frappuccino with Soy Milk and Whip, Grande",Starbucks,410,160.0,17.0,10.0,0.0,40.0,260.0,53.0,6.0,0,"['double', 'chocolaty', 'chip', 'creme', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['doubl', 'chocolati', 'chip', 'creme', 'frappuccino', 'soy', 'milk', 'whip', 'grand']"
1986,f762ef22-e660-434f-9071-a10ea6691c27,item,c6406218408deb5962f45bb1,1,"Peppermint White Mocha Creme Frappuccino with Nonfat Milk and No Whip, Venti",Starbucks,350,20.0,2.5,2.0,0.0,5.0,350.0,75.0,8.0,0,"['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'venti']","['peppermint', 'white', 'mocha', 'creme', 'frappuccino', 'nonfat', 'milk', 'whip', 'venti']"
1987,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621840a6c6e981116852,1,"Starbucks Doubleshot on Ice Unsweetened with Nonfat Milk, Grande",Starbucks,35,0.0,0.0,0.0,0.0,0.0,35.0,3.0,3.0,1,"['starbucks', 'doubleshot', 'on', 'ice', 'unsweetened', 'with', 'nonfat', 'milk', 'grande']","['starbuck', 'doubleshot', 'ice', 'unsweeten', 'nonfat', 'milk', 'grand']"
1988,f762ef22-e660-434f-9071-a10ea6691c27,item,c640621840b4b42df59c2203,1,"Eggnog Frappuccino Blended Creme with Almond Milk and No Whip, Tall",Starbucks,190,50.0,5.0,2.5,0.0,25.0,200.0,32.0,3.0,0,"['eggnog', 'frappuccino', 'blended', 'creme', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'tall']","['eggnog', 'frappuccino', 'blend', 'creme', 'almond', 'milk', 'whip', 'tall']"
